epoch,step,mean_scores,policykl,loss_total,loss_policy,loss_value,entropy
0,0,0.0,0.0393153578042984,6.282403469085693,0.009401294402778149,12.546004295349121,1.6279211044311523
0,1,0.0,0.0015974089037626982,7.088645935058594,-0.0006199069903232157,14.178533554077148,1.3681056499481201
0,2,0.0,0.0006133471033535898,5.6737871170043945,0.0007382213952951133,11.346097946166992,1.2628982067108154
0,3,0.0,-0.001233594724908471,4.623476028442383,-0.0031827015336602926,9.253318786621094,1.942814826965332
0,4,0.0,9.08224901650101e-05,3.6235568523406982,-0.0006903618341311812,7.248494625091553,1.55533766746521
0,5,0.0,0.0008178867283277214,3.5080220699310303,-0.0005679508903995156,7.017180442810059,1.7418678998947144
0,6,0.0,7.901198114268482e-05,5.10236930847168,-0.0002354953612666577,10.20521068572998,1.126139521598816
0,7,0.0,-0.0003994237049482763,2.5119261741638184,-0.0010305870091542602,5.025914192199707,1.7276086807250977
0,8,0.0,-4.7274028474930674e-05,3.0006818771362305,-0.0005895785288885236,6.002542495727539,2.0551183223724365
0,9,0.0,3.125341754639521e-05,1.8131673336029053,-0.0007063231314532459,3.6277472972869873,1.9013861417770386
0,10,0.0,0.001227856962941587,3.956894636154175,-1.1905688552360516e-05,7.913813591003418,1.79267156124115
0,11,0.0,0.0035959086380898952,3.7640368938446045,0.0028148586861789227,7.522443771362305,1.7759002447128296
0,12,-0.02800000086426735,0.0006956173456273973,1.9716441631317139,-0.0005735551821999252,3.9444351196289062,2.375408887863159
0,13,0.0,0.0011858942452818155,2.9573445320129395,-0.0008079748949967325,5.916304588317871,1.5091785192489624
0,14,0.0,0.00046892528189346194,2.2556071281433105,-0.000601108418777585,4.512416362762451,1.5886296033859253
0,15,0.0,-0.00014684643247164786,1.8438715934753418,-0.00042556895641610026,3.688594341278076,1.5829232931137085
0,16,0.0,1.2315722415223718e-05,2.324615240097046,-0.0003560073091648519,4.649942398071289,2.23292875289917
0,17,0.0,0.0005305054946802557,1.6632174253463745,9.39888705033809e-05,3.326246976852417,1.4666379690170288
0,18,0.0,0.0011299101170152426,2.406283378601074,-0.00037162756780162454,4.813310623168945,1.9274009466171265
0,19,0.0,0.0017011252930387855,1.6147493124008179,-0.000508794269990176,3.230515956878662,2.0239417552948
0,20,0.0,0.009902048856019974,1.7431154251098633,-0.001358258305117488,3.488947629928589,2.195819616317749
0,21,0.0,0.0023780346382409334,1.3776605129241943,0.0005325950914993882,2.754255771636963,1.7933592796325684
0,22,0.0,-9.294708434026688e-05,1.6875340938568115,-3.17185404128395e-05,3.375131368637085,1.332426905632019
0,23,0.0,0.0023388992995023727,1.7380752563476562,-0.0016703129513189197,3.4794912338256836,1.885477900505066
0,24,0.0,1.1160892427142244e-05,1.888525366783142,-0.0004069041460752487,3.777864456176758,2.3880879878997803
0,25,0.0,0.0007621904369443655,2.2502288818359375,8.758192052482627e-06,4.50044059753418,2.025775671005249
0,26,0.0,2.3182339646155015e-05,2.417980670928955,-0.002479945309460163,4.840920925140381,1.5967769622802734
0,27,0.0,0.0008211321546696126,1.4345972537994385,-0.001101172063499689,2.871396780014038,1.7979495525360107
0,28,0.0,0.006610737647861242,1.33596932888031,-0.0005245943320915103,2.672987699508667,2.002387523651123
